Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
82598;30/11/1969;0000;9;4.122222;9;177;;;312.1;3.7;3;4.5;;;30.456667;25.559333;21.24;73.783333;;
82598;31/12/1969;0000;9;3.741935;9;180.6;;;307.8;4.086022;4;7.4;;;31.174194;25.952903;21.541935;73.741935;;
82598;31/01/1970;0000;14;2.956989;9;171;;;281.9;4.806452;6;26.9;;;31.570968;26.579355;22.364516;73.266129;;
82598;28/02/1970;0000;14;3.75;9;180.8;;;256.6;3.77381;6;18.8;;;32.039286;26.800714;22.239286;70.178571;;
82598;31/03/1970;0000;14;2.72043;7;131.8;;;209.3;5.473118;15;208.4;;;30.913333;26.293333;22.5;78.572581;;
82598;30/04/1970;0000;14;2.588889;7;102.6;;;218.4;5.688889;13;212.3;;;30.043333;25.712667;22.173333;81.566667;;
82598;31/05/1970;0000;14;3.806452;9;113.4;;;265.7;4.774194;11;60.8;;;29.741935;25.181935;21.306452;79.693548;;
82598;30/06/1970;0000;18;3.055556;9;82.1;;;195.9;4.666667;17;214.7;;;28.386667;24.329333;21.12;82.658333;;
82598;31/07/1970;0000;18;3.88172;9;103.3;;;228.5;4.473118;15;93.3;;;28.229032;23.734839;20.045161;80.677419;;
82598;31/08/1970;0000;18;4.397849;9;106.4;;;217.5;5.107527;17;241;;;27.851613;23.482581;20.225806;81.217742;;
82598;30/09/1970;0000;14;4.222222;9;128.1;;;280.3;3.088889;9;29.3;;;29.156667;24.3;20.206667;77.058333;;
82598;31/10/1970;0000;14;3.623656;9;160.3;;;324.1;2.924731;4;2.9;;;30.551613;25.032903;20.312903;74.959677;;
82598;30/11/1970;0000;9;3.655556;9;146;;;300.5;3.844444;8;20.1;;1004.27;30.83;25.677333;21.136667;74.591667;;
82598;31/12/1970;0000;14;3.946237;7;144.3;;;317.6;3.086022;2;1.6;;;31.432258;26.089677;21.280645;73.064516;;
82598;31/08/1983;0000;;;7.1;174.3;;;232.5;;15;113;;;28.145161;;21.432143;;;
82598;30/09/1983;0000;;;;;;;264.7;;6;15.8;;;29.356667;;23.72;;;
82598;31/10/1983;0000;9;5.995775;10;288.5;;;278;5.028169;8;23.9;;;30.854839;26.904167;24.222581;84.854167;;
82598;30/11/1983;0000;9;5.198718;7.6;243.9;;;302.2;4.820513;2;3.1;;;29.526667;26.821538;24.78;84.788462;;
82598;31/12/1983;0000;14;5.536111;7.8;257.5;;;303.4;5.5;4;8.8;;;30.051613;27.253913;25.164516;79.51087;;
82598;31/01/1984;0000;14;4.942254;7.5;245.6;;;294;5.225352;8;54.8;;;30.216129;27.223333;24.483871;80.479167;;
82598;29/02/1984;0000;14;5.52449;8;231.1;;;261.7;4.938776;7;55;;;30.637931;27.5825;24.503448;79.09375;;
82598;31/03/1984;0000;9;3.376596;6.6;160.7;;;223;6.531915;22;232.8;;;30.564516;27.2075;24.164516;90.1875;;
82598;30/04/1984;0000;;;6.6;92.4;;;159.9;;22;444.7;;;29.566667;26.5475;22.93;85.546875;;
82598;31/05/1984;0000;14;3.781944;8.3;104.1;;;151.7;6.472222;25;538.6;;;29.054839;25.784167;22.23871;87.072917;;
82598;30/06/1984;0000;14;4.678947;8.3;132.8;;;214.5;5.473684;21;249;;;28.733333;24.996842;21.54;79.763158;;
82598;31/07/1984;0000;18;4.886538;9.6;134.7;;;200.8;6.461538;26;140.1;;;27.874194;24.256471;20.877419;82.544118;;
82598;31/08/1984;0000;;;6.6;180.4;;;245.6;;15;162.2;;;28.322581;;21.109677;;;
82598;30/09/1984;0000;14;4.548333;10.7;202.4;;;274.5;5.216667;14;69.1;;;28.993333;25.699;22.336667;74.8125;;
82598;31/10/1984;0000;14;5.237097;10.7;239.4;;;270.9;5.790323;16;48.9;;;29.580645;26.592381;23.993548;73.77381;;
82598;30/11/1984;0000;14;5.063158;10.7;267.7;;;290.9;5.539474;6;14.7;;;30.16;27.1288;24.47;70.61;;
82598;31/12/1984;0000;9;4.239189;7.9;256.1;;;305.3;5.243243;7;19;;;30.358065;27.4376;24.893548;70.62;;
82598;31/01/1986;0000;14;4.701087;8;218.5;;;259.5;5.771739;9;52.5;;;30.203226;27.272258;24.119355;73.16129;;
82598;28/02/1986;0000;14;3.346429;7;135.6;;;200.5;6.511905;17;259;;;29.675;26.500714;23.003571;78.276786;;
82598;31/03/1986;0000;14;2.410753;6;102;;;179.1;6.83871;26;292.1;;;29.216667;26.158;22.709677;82.451613;;
82598;30/04/1986;0000;14;3.211111;6.6;102;;;155.2;6.944444;24;642.4;;;29.18;26.31;22.68;82.533333;;
82598;31/05/1986;0000;14;3.319355;7;120.2;;;195.4;6.193548;20;354.2;;;29.464516;26.174194;22.480645;81.056452;;
82598;30/06/1986;0000;18;4;8.1;113.6;;;162;6.633333;20;317.1;;;28.11;24.740667;21.523333;83.675;;
82598;31/07/1986;0000;14;3.835955;6.6;124.5;;;213.7;4.988636;16;67.9;;;28.296667;24.755714;21.139286;79.310345;;
82598;31/08/1986;0000;14;4.229032;8.3;145.6;;;237.4;5.591398;18;194.4;;;28.36129;25.028387;21.674194;78.685484;;
82598;30/09/1986;0000;14;4.988889;10;175.3;;;220.1;5.577778;14;82.3;;;28.773333;25.359333;21.693333;76.9;;
82598;31/10/1986;0000;9;4.030108;6.6;213.8;;;289.7;4.784946;12;54.8;;;29.464516;26.452258;23.529032;73.766129;;
82598;30/11/1986;0000;14;4.544444;7.1;201.9;;;234.9;5.966667;16;128;;;29.376667;26.587333;23.903333;79.916667;;
82598;31/12/1986;0000;14;4.203226;7;184.9;;;253.5;5.870968;17;41.2;;1007.54086;30.045161;27.134839;24.3;76.887097;;
82598;31/01/1987;0000;14;4.306818;6.6;175.1;;;225.2;5.943182;11;26.4;;;30.64;27.401379;24.513333;76.362069;;
82598;28/02/1987;0000;14;4.357317;8.3;176.9;;;226.6;5.891566;13;80.9;;;30.917857;27.421481;23.7;75.342593;;
82598;31/03/1987;0000;14;3.096774;6.6;145.7;;;;6.623656;19;251.9;;;30.387097;27.285806;24.103226;80.524194;;
82598;30/04/1987;0000;14;3.683333;7;135.6;;;;6.155556;24;281.4;;;30.233333;27.206667;23.67;80.637931;;
82598;31/05/1987;0000;14;3.794444;8.3;169.3;;;274.6;4.836957;14;90.7;;;30.43871;27.083226;23.045161;77.298387;;
82598;30/06/1987;0000;14;3.425556;7.3;122.4;;;221.6;5.911111;23;347.5;;;29.203333;25.958667;22.21;80.825;;
82598;31/07/1987;0000;14;3.564045;9.1;126.7;;;200.6;5.730337;20;288.9;;1008.72809;28.833333;25.228148;21.659259;81.855769;;
82598;31/08/1987;0000;14;4.109677;8.3;201.4;;;265;4.946237;13;38.9;;;29.356667;25.994;22.2;75.298387;;
82598;30/09/1987;0000;14;4.245556;8.6;222.5;;;269.1;5.466667;13;50.8;;;29.62;25.992;21.823333;74;;
82598;31/10/1987;0000;14;4.254348;8;242.9;;;293.9;5.032609;7;20.7;;;29.786207;26.940714;24.451724;75.008333;;
82598;30/11/1987;0000;9;3.923333;6.6;236.6;;;298.3;4.933333;5;15.5;;;30.35;27.425517;25.26;76.666667;;
82598;31/12/1987;0000;9;4.277273;6.6;251.4;;;;4.772727;3;2.6;;;;;;;;
82598;31/01/1988;0000;14;3.951087;7.1;229.7;;;286.1;5.565217;5;12.9;;;30.548387;27.880645;25.332258;72.5;;
82598;29/02/1988;0000;14;4.212644;8;215.8;;;217.5;6.08046;10;127.8;;1005.54023;30.513793;27.811034;25.003448;74.12931;;
82598;31/03/1988;0000;9;3.087097;6.6;131;;;223;6.526882;16;323.5;;;30.467742;27.499355;24.235484;78.120968;;
82598;31/05/1988;0000;14;3.31413;6.6;117.6;;;195.6;6.285714;19;375.4;;;29.603226;26.480667;23.046667;81.758333;;
82598;30/06/1988;0000;14;3.48;7.5;115.7;;;197.1;6.055556;22;400.4;;;28.534483;25.430345;22.163333;81.708333;;
82598;31/07/1988;0000;14;3.705435;8.3;143.9;;;166.2;7.311828;20;342.3;;;27.83871;24.363871;21.258065;83.193548;;
82598;31/08/1988;0000;14;4.639785;9;166.4;;;248.9;6.44086;13;128.4;;;28.174194;24.444516;20.416129;77.790323;;
82598;30/09/1988;0000;14;4.703333;8.5;197.3;;;253.2;5.677778;13;75.3;;;28.77;25.08;20.383333;73.641667;;
82598;31/10/1988;0000;9;4.416304;8;234.6;;;294.5;5.430108;6;3.5;;1007.86129;30.064516;26.686452;22.758065;72.120968;;
82598;30/11/1988;0000;14;4.466667;6.6;236.6;;;275.3;5.833333;9;19.6;;;30.04;26.788;23.76;75;;
82598;31/12/1988;0000;9;3.802151;6.3;196.7;;;248.4;5.989247;9;75.6;;;29.877419;26.825161;23.725806;75.362903;;
82598;31/01/1989;0000;9;3.882796;6.6;209.8;;;280.7;5.645161;7;28.1;;;29.83871;27.058065;24.309677;73.854839;;
82598;28/02/1989;0000;9;3.722892;5.8;200.3;;;240.6;5.987952;8;35;;;30.457143;27.604286;25.042857;74.953704;;
82598;31/03/1989;0000;9;3.421839;6;177.8;;;231.6;5.965517;13;76.9;;1006.2;30.589655;27.477931;24.186207;74.25;;
82598;30/04/1989;0000;14;2.617778;5;92.1;;;158;7.5;24;348.1;;;29.460714;26.235;23.092857;86.325;;
82598;31/05/1989;0000;14;2.979348;5.6;101.6;;;169.5;6.752688;17;138;;;28.96129;26.213793;22.910345;82.169355;;
82598;30/06/1989;0000;;;;;;;;;5;77.9;;;;;;;;
82598;31/07/1989;0000;;;7.1;;;;;;11;111.4;;;27.909091;24.492381;20.990476;82.568182;;
82598;31/08/1989;0000;14;4.218478;7;155.3;;;237.3;5.978495;21;122.1;;;28.022581;24.750323;21.451613;80.814516;;
82598;30/09/1989;0000;14;4.132222;7;186.3;;;280.1;4.866667;10;50.5;;;29.356667;26.259333;23.093333;74.791667;;
82598;31/10/1989;0000;14;4.527778;6.6;217.4;;;286;5.066667;11;27.4;;1008.73;29.553333;26.684667;23.756667;74.616667;;
82598;30/11/1989;0000;14;3.997727;7.5;182;;;260.5;5.647727;11;24;;;29.893103;27.039231;24.434483;76.543103;;
82598;31/01/1990;0000;14;4.592391;7.5;220.6;;;297.1;5.630435;8;43.2;;;29.967742;27.144516;24.503226;73.83871;;
82598;28/02/1990;0000;14;4.126563;7.5;;;;180.6;5.695122;5;17.9;;;30.208;27.26;23.972;75.847826;;
82598;31/03/1990;0000;14;5.339785;8.3;280.9;;;266.2;5.784946;9;47.1;;;30.54;27.651333;24.676667;75.741935;;
82598;30/04/1990;0000;14;4.676667;8.3;232;;;241.2;5.977778;15;141.2;;1006.69;30.386667;27.451333;24.543333;78.358333;;
82598;31/05/1990;0000;14;4.130108;7;175.6;;;227.5;5.634409;18;192.1;;;29.363333;26.357241;23.116667;82.258065;;
82598;30/06/1990;0000;14;4.685556;8.6;143.3;;;232.8;5.911111;19;280.7;;;28.356667;25.374667;22.203333;82.925;;
82598;31/07/1990;0000;14;4.187097;7;154.5;;;244.4;6.032258;23;167.3;;;28.186207;25.082963;21.744828;80.870968;;
82598;31/08/1990;0000;14;4.705376;7;166.1;;;216.3;6.580645;21;194.4;;1011.06129;27.636667;24.576;21.56129;81.951613;;
82598;30/09/1990;0000;14;5.07;10;227.7;;;275.9;5.744444;6;62.1;;;28.596667;25.773333;22.416667;73.966667;;
82598;31/10/1990;0000;14;5.453763;9.3;263.4;;;291.4;6.053763;9;22.7;;1008.28172;29.216129;26.419355;23.970968;74.072581;;
82598;30/11/1990;0000;14;5.025556;8.3;241.1;;;262.7;6.444444;12;56.5;;;29.662069;26.752143;24.293103;74.466667;;
82598;31/12/1990;0000;14;5.040506;7;;;;238.2;6.156627;2;1.2;;;30.178571;26.959048;23.730769;74.076087;;
82598;31/01/1991;0000;9;4.705495;6.6;247.1;;;271.9;6.55914;7;27.1;;1006.58587;30.445161;27.609677;25.267742;74.572581;;
82598;28/02/1991;0000;9;4.658333;6.6;219.3;;;219;6.240964;5;16.4;;1006.87619;30.642857;27.735714;25.135714;75.5;;
82598;31/03/1991;0000;9;4.346237;8.3;199.5;;;218.4;6.924731;16;106.1;;;30.354839;27.38129;24.667742;79.451613;;
82598;30/04/1991;0000;14;3.972222;6.6;159.3;;;221.9;6.179775;19;304.3;;;29.862069;26.935172;24.2;81.008333;;
82598;31/05/1991;0000;14;4.174194;6.6;123.9;;;176.1;6.923913;23;304.9;;;29.006452;25.917037;23.628571;84.475;;
82598;30/06/1991;0000;14;4.586667;8.3;141.7;;;201.4;6.511111;21;311.7;;;28.66;25.308966;22.623333;82.941667;;
82598;31/07/1991;0000;14;5.065591;8.3;170.6;;;212.2;6.16129;19;144.7;;;28;24.396667;21.554839;79.451613;;
82598;31/08/1991;0000;14;5.609677;8.8;188.1;;;225.6;5.88172;18;74.9;;;27.845161;24.308;21.193333;77.483871;;
82598;30/09/1991;0000;14;5.475556;8.3;210.7;;;230.6;5.566667;13;9.4;;;28.516667;25.348;22.57;76.858333;;
82598;31/10/1991;0000;14;5.351613;7.5;262.7;;;246.6;5.72043;11;23.6;;;29.045161;25.919355;23.577419;76.387097;;
82598;30/11/1991;0000;9;4.775281;6.6;228.4;;;253;5.944444;12;41.1;;;29.393333;26.532;24.313333;76.141667;;
82598;31/01/1992;0000;9;4.075;6.6;206.4;;;199.9;6.684783;13;51.8;;;30.012903;27.379355;25.609677;78.258333;;
82598;29/02/1992;0000;14;4.734483;7.6;170.9;;;176.9;6.908046;20;182.3;;1006.7;29.885714;26.958571;24.424138;81.086207;;
82598;31/03/1992;0000;14;4.482796;8.3;167.8;;;195.1;6.892473;20;283;;;29.677419;26.653548;24.087097;82.556452;;
82598;30/04/1992;0000;14;4.474444;9.6;160;;;219.1;6.422222;20;315.3;;;29.773333;26.716;23.9;82.841667;;
82598;31/05/1992;0000;14;4.25914;7;172.7;;;243;6.010753;20;131.7;;;29.419355;26.494667;23.46129;80.290323;;
82598;30/06/1992;0000;14;4.103333;6.6;113.3;;;190.1;6.566667;25;280.3;;;28.158621;25.013793;22.296552;84.5;;
82598;31/07/1992;0000;14;4.552174;8.3;161.4;;;248.3;5.623656;21;80.4;;;27.883871;24.513793;21.07931;79.322581;;
82598;31/08/1992;0000;14;4.753261;8.3;172.9;;;219.7;6.182796;18;151.5;;;27.76129;24.527097;21.706452;80.137097;;
82598;30/09/1992;0000;14;5.044444;7.5;239.1;;;261.2;6.033333;8;14.5;;;28.566667;25.670714;23.41;77.775862;;
82598;31/10/1992;0000;14;5.1;7;291.9;;;282.6;5.258065;4;3.9;;;29.187097;26.28;24.367742;72.846774;;
82598;30/11/1992;0000;14;4.893333;7.1;254.6;;;170.9;6.255556;8;26.7;;;29.275862;26.508148;24.7;75.043103;;
82598;31/12/1992;0000;14;4.721505;9;246.6;;;271;6;4;5.9;;;29.632258;26.8616;24.924138;74.572581;;
82598;31/01/1993;0000;14;5.18172;8.3;255.9;;;253.1;5.956989;5;21.6;;;29.845161;26.878065;24.816129;77.145161;;
82598;28/02/1993;0000;9;5.390476;8.6;241.1;;;262.8;5.547619;4;29.6;;;30.228571;27.363571;25.410714;76.3125;;
82598;31/03/1993;0000;9;5.092473;8;268.9;;;290.2;5.924731;6;85;;;30.464516;27.54129;25.041935;76.516667;;
82598;30/04/1993;0000;14;4.907778;7.3;193;;;234.7;6.155556;17;229.4;;1005.96;29.841379;27.024828;24.627586;81.533333;;
82598;31/05/1993;0000;14;4.929032;8.3;191.9;;;270.2;5.634409;14;34.9;;;29.735484;26.759259;24.016667;84.193548;;
82598;30/06/1993;0000;14;4.829213;8.3;162;;;211.3;5.711111;20;154;;;28.68;25.495862;22.66;87.216667;;
82598;31/07/1993;0000;14;4.837778;7.5;181.3;;;235.5;5.698925;14;129.8;;;28.174194;24.745185;21.146667;85.104839;;
82598;31/08/1993;0000;14;5.395699;8.3;213.4;;;261.9;5.01087;6;35.8;;;28.670968;25.457241;22.080645;81.403226;;
82598;30/09/1993;0000;14;5.143333;8.3;252.4;;;264.8;5.41573;8;10.9;;;29.293333;26.167586;22.975862;79.633333;;
82598;31/10/1993;0000;14;5.530108;10.3;247.9;;;276;5.763441;12;62.2;;;29.741935;26.4325;23.583871;79.927419;;
82598;30/11/1993;0000;9;5.545556;8.3;248.3;;;273.7;5.966667;9;15.5;;;29.896667;26.898;24.403333;81;;
82598;31/12/1993;0000;9;5.043011;8.3;264.8;;;294.5;5.741935;10;40.3;;1005.87957;30.251613;27.294194;24.319355;79.66129;;
82598;31/01/1994;0000;9;4.330108;6.6;217.9;;;273.1;5.946237;12;94.5;;;30.193548;27.189677;24.206452;83.16129;;
82598;28/02/1994;0000;14;4.33012;6.6;200.4;;;219.5;5.857143;11;87;;;30.428571;27.577857;25.132143;81.276786;;
82598;31/03/1994;0000;9;3.719355;9.7;150.1;;;196.8;6.731183;23;242.6;;;30.880645;27.207742;24.525806;86.346774;;
82598;30/04/1994;0000;14;3.546667;6.3;121.9;;;186.5;6.6;21;275.7;;;30.033333;26.388;23.626667;86.958333;;
82598;31/05/1994;0000;14;3.91828;7;117;;;186.4;6.554348;28;279.1;;;29.548387;26.2168;23.590323;85.709677;;
82598;30/06/1994;0000;14;2.941111;5.6;82.8;;;;7.269663;27;627.2;;;28.32;24.948571;22.416667;90.216667;;
82598;31/07/1994;0000;14;4.482796;8;151.3;;;208.4;6.836957;22;399.6;;;27.954839;24.6;21.145161;86.467742;;
82598;31/08/1994;0000;14;5.402151;9.5;203.7;;;252.1;5.634409;14;85.1;;;28.567742;25.142581;21.674194;81.193548;;
82598;30/09/1994;0000;14;5.707778;8.6;216.1;;;250.8;5.321839;17;57.2;;;28.77;25.515333;22.413333;80.341667;;
82598;31/10/1994;0000;14;5.563441;10;287.9;;;268.4;5.526882;3;3.8;;;29.658065;26.445806;23.687097;76.927419;;
82598;30/11/1994;0000;14;5.345556;9.1;275.1;;;269.7;5.555556;10;19.9;;;29.8;26.546667;23.526667;78.908333;;
82598;31/12/1994;0000;;;;;;;;;1;0.1;;;;;;;;
82598;31/01/1995;0000;14;4.508696;7.5;231.8;;;260.6;6.271739;7;24.6;;1006.925;30.193548;27.052903;23.670968;79.927419;;
82598;28/02/1995;0000;14;3.814458;6.6;178;;;211.7;6.380952;7;60.7;;;30.814286;27.619286;24.603571;77.651786;;
82598;31/03/1995;0000;14;4.123656;7.5;204.3;;;253.7;6.623656;12;277.4;;;30.716129;27.545161;24.322581;81.508065;;
82598;30/04/1995;0000;14;3.351111;7.5;129.4;;;166.9;7.133333;22;237.4;;;30.1;26.817333;23.046667;85.583333;;
82598;31/05/1995;0000;14;3.267742;6.3;114.8;;;207;6.688172;22;386.4;;;29.290323;25.992258;22.03871;87.145161;;
82598;30/06/1995;0000;14;4.138889;7.5;130;;;170.9;6.933333;22;254.4;;;28.826667;25.093333;21.546667;86.541667;;
82598;31/07/1995;0000;14;4.003226;7;122.4;;;177.9;7.731183;26;400.4;;;27.683871;23.925806;19.480645;86.862903;;
82598;31/08/1995;0000;14;5.277174;7.6;213.4;;;279.1;4.591398;14;34.8;;;28.612903;25.015484;20.96129;80.112903;;
82598;30/09/1995;0000;14;5.62809;8.3;246.6;;;241.2;5.588889;12;21.6;;;28.813333;25.295333;21.283333;79.858333;;
82598;31/10/1995;0000;9;5.06129;9.1;266.7;;;300.7;5.731183;5;4.2;;;29.483871;26.099355;22.309677;77.830645;;
82598;30/11/1995;0000;9;4.676667;7.5;216.3;;;244.8;6.511111;8;41.3;;;29.58;26.351333;23.02;79.275;;
82598;31/12/1995;0000;9;4.23587;7;230.3;;;299;5.892473;1;0.4;;;30.251613;27.14;23.892857;77.983871;;
82598;31/01/1996;0000;14;4.733333;7.5;253.2;;;269.2;6.236559;12;36.7;;;30.664516;27.428387;24.077419;78.354839;;
82598;29/02/1996;0000;9;4.196552;6.6;222.4;;;;5.827586;10;69.7;;;30.641379;27.528966;24.541379;77.724138;;
82598;31/03/1996;0000;9;2.880645;5.8;145.7;;;140.9;7.11828;23;216.2;;;30.43871;27.030968;23.374194;82.887097;;
82598;30/04/1996;0000;14;2.86;5.3;122.1;;;179.2;6.911111;26;355.5;;;29.96;26.606667;23.166667;84.033333;;
82598;31/05/1996;0000;14;4.348889;12.1;179.7;;;242.8;5.537634;10;154.5;;;29.96129;26.467742;22.241935;81.443548;;
82598;30/06/1996;0000;14;4.437079;8.5;148.6;;;183.7;6.555556;18;255;;;28.48;25.014;21.483333;84.933333;;
82598;31/07/1996;0000;14;4.782796;8.8;165.8;;;204.8;6.344086;17;145.8;;;28.129032;24.395484;20.293548;83.854839;;
82598;31/08/1996;0000;14;4.912903;9.3;163.4;;;220.3;6.268817;18;125.4;;;28.341935;24.769032;21.277419;83.709677;;
82598;30/09/1996;0000;14;5.224719;7.8;203.4;;;247.3;5.844444;16;86.9;;;29.053333;25.449333;21.58;80.525;;
82598;31/10/1996;0000;14;5.053261;7.1;262.2;;;303;6.172043;11;76.9;;;29.767742;26.405161;22.490323;80.306452;;
82598;30/11/1996;0000;14;4.416667;8.5;206.8;;;255.5;6.355556;10;44.9;;;29.765517;26.804;23.934483;83.283333;;
82598;31/12/1996;0000;14;4.556989;7.1;248.6;;;295.2;5.924731;8;17.2;;;30.503226;27.540645;24.987097;81.524194;;
82598;31/01/1997;0000;9;4.496774;6.6;250.6;;;266.9;6.569892;4;12.3;;;30.741935;27.522581;24.103226;80.669355;;
82598;28/02/1997;0000;14;4.813095;7.1;237.6;;;237.9;6.083333;11;78.2;;;30.628571;27.576429;24.946429;79.392857;;
82598;31/03/1997;0000;14;3.888172;8;185.3;;;227.5;6.580645;19;160.1;;;30.206452;27.131613;23.929032;82.379032;;
82598;30/04/1997;0000;14;3.64;6.6;150.4;;;194.3;6.577778;20;255.7;;;29.886667;26.694;23.433333;84.766667;;
82598;31/05/1997;0000;14;4.069231;9.5;164.3;;;223.6;6.467391;22;339;;1007.3;29.348387;25.922581;21.76129;86.556452;;
82598;30/06/1997;0000;14;3.707865;6.5;151.9;;;241.4;5.533333;15;77.2;;;28.889655;25.228;20.317241;83.816667;;
82598;31/07/1997;0000;14;4.562366;8.6;163.1;;;226.2;5.55914;11;78.7;;;28.490323;24.656129;20.064516;82.354839;;
82598;31/08/1997;0000;14;4.78172;8.5;178.1;;;209.9;6.086022;19;122.4;;1010.65914;28.109677;24.487742;20.083871;83.991935;;
82598;30/09/1997;0000;14;4.857778;7.5;219.8;;;267.5;5.344444;3;5.3;;;28.94;25.748;22.573333;78.825;;
82598;31/10/1997;0000;14;4.523656;8.3;270.9;;;309.1;5.365591;1;6;;;29.851613;26.743871;24.103333;80.104839;;
82598;30/11/1997;0000;9;4.72;7.5;286.3;;;304.4;6.044444;5;2.7;;;30.233333;27.130667;24.726667;83.864583;;
82598;31/12/1997;0000;9;4.279348;7.5;245;;;277.3;5.849462;8;55.8;;;30.580645;27.448387;24.512903;82.612903;;
82598;31/01/1998;0000;9;4.105435;6.6;223.9;;;252.1;6.55914;11;39.5;;1005.37957;30.890323;27.743226;23.987097;83.782258;;
82598;28/02/1998;0000;14;4.559036;7;221.3;;;254.7;6.238095;9;76.3;;;31.221429;28.382857;25.285714;82.940476;;
82598;31/03/1998;0000;14;4.539785;7.5;246.3;;;245.9;6.322581;14;81.4;;;31.729032;28.663871;25.5;81.97619;;
82598;30/04/1998;0000;14;4.767778;8.3;210.3;;;273.7;6.266667;14;74.7;;1005.44;31.32;28.406667;25.263333;84.25;;
82598;31/05/1998;0000;14;4.691398;8.1;201.6;;;233.2;6.150538;17;185.4;;;30.329032;27.14;23.754839;84.346774;;
82598;30/06/1998;0000;14;4.468889;9.1;157.9;;;187.6;6.244444;16;209;;;28.926667;25.563333;22.276667;84.641667;;
82598;31/07/1998;0000;14;4.078495;8.3;142.4;;;209.4;6.709677;24;791.8;;;27.987097;24.387742;19.545161;87.741935;;
82598;31/08/1998;0000;14;4.675269;8.3;172.6;;;221.4;6.354839;21;138.7;;;28.2;24.947742;21.477419;84.241935;;
82598;30/09/1998;0000;14;5.505618;9.1;251.8;;;284;5.411111;11;19;;;29.113333;25.868;22.033333;79.741667;;
82598;31/10/1998;0000;14;5.388172;8;284.3;;;300.1;6.526882;6;13.7;;;29.767742;26.453548;22.293548;77.306452;;
